sample_role,parent_asin,proposed_device_type,source_domains,main_category,title,categories_evidence,limited_metadata_evidence,original_exclusion_reason,exclusion_gate_categories,supporting_metadata_fields,matched_device_terms,matched_smart_terms,proposed_decision,confidence,audit_label,audit_notes,draft_version,sampling_rank
recovery_candidate,B0BP6ZX19F,smart_bulb,Electronics,Camera & Photo,"Hoibampu 2PCS 1080P WiFi Socket Light Bulb Security Outdoor Camera,360 Degree Socket Outdoor Lightbulbs Camera Wireless Outdoor Surveillance Blubs Camera Smart Premium No Waterproof Work with Alexa",Electronics Camera & Photo Video Surveillance Surveillance Cameras Bullet Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Bullet Cameras | features: Work on Alexa and Qucik ConnectionOur outdoor light bulb camera supports Alexa voice assistant, which will improve the operation of a great convenience. This bulb camera automatically recognizes your home router frequency 2.4GHz,our light socket camera can give you more wireless wifi options and control your camera more smoothly. It can be installed using a normal E27 bulb base(110V-240V), open the app to set up the … | details: Best Sellers Rank Bullet Surveillance Cameras 1591 Brand Hoibampu Connectivity Technology Wireless Date First Available December 6, 2022 Indoor/Outdoor Usage Out",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras,approved_identity_phrase_absent|multi-type conflict|wrong_product,title|features,bulb|e27|light bulb,alexa|wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,130ec5537f8a129e7e4fa64ed2483bc0b85c0637a6074a783c6702818ae98c00
recovery_candidate,B0B4N3R5QC,smart_bulb,Electronics,Camera & Photo,"2.4G WiFi 2MP Wireless Light Bulb WiFi Camera Smart Home Camera360 Degree 1080P PTZ IP Home Security Camera with E27 Bulb Plug,2-Way Audio,Motion Detection,Include 32G TF Card",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: ※【ONLY 2.4G Wifi 1080P IP Camera】PIAHESA 2MP PTZ Light Bulb Security IP Camera ONLY SUPPORT 2.4G WIFI NOW .It provide clear vision for you day&night .The PTZ support 355°pan& 95°tilt, All-round protection of your safety Our bulb camera use TUYA smart app which is easy to add and set up devices. This Light Bulb Security home Camera only support 2.4G wifi currently. ※【Easy&Quick Installation】Screw the light bulb securi… | details: Best Sellers Rank Dome Surveillance Cameras 2753 Brand PIAHESA Connectivity Technology Wireless Date First Available June 21, 2022 Item Weight 9.1 ounces Item mode",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:security camera|smart_plug:approved_identity_phrase_absent|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras|smart_plug:wrong_product:security camera,approved_identity_phrase_absent|multi-type conflict|wrong_product,title|features,bulb|e27|light bulb,smart home|smart_near_bulb|tuya|wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,1367f7c12aeb37d1d1716d8537ca08b9e4ec2746488b7a5d0c9c55ab8428d0e4
recovery_candidate,B0B8YLTG4F,smart_bulb,Electronics,Camera & Photo,PLUE Light Bulb Camera - Wireless WiFi Security Cameras Outdoor - 360 1080P & 2.4/5GHz Dome Camera HD Night Vision Light Socket Camera (2 Pack),Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: 【Wireless and Easy To Install】This camera can be installed using a normal E27 bulb base(110V240V),Then use the mobile phone to download the APP, and use the APP to help the bulb camera connect to the WIFI. No other operations are required. Note that it takes about 40s to connect the bulb camera for the first time.(The device support 2.4GHz&5G network) 【1080P and Intelligent Night Vision】Light Bulb Camera Outdoor Wifi… | description: Wifi Light Bulb Security Camera ➤Type : IP camera ➤APP：YIshi ➤High Definition : 1080P(Full) ➤Lens (mm) : 3.6mm ➤Color : White ➤Sensor : CMOS ➤Megapixels : 2MP ",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:bulb camera|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:light bulb camera|smart_plug:approved_identity_phrase_absent|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras,approved_identity_phrase_absent|multi-type conflict|wrong_product,title|features|description|details,bulb|e27|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,137ed2608c6c4753d4b5b65741823decdb7cf09db120116e6d92e98417220cc1
recovery_candidate,B07Z6ZX8WK,smart_bulb,Electronics,Amazon Devices,Echo Plus (2nd Gen) with Philips Hue Bulb - Alexa smart home starter kit - Sandstone,,"features: Smart home made simple - To set up your free bulb, plug in and set up your Echo Plus, plug in your bulb, and ask, “Alexa, discover my devices."" Meet the Echo Plus - Same great sound as our Echo (3rd Gen) with a built-in Zigbee hub to easily setup and control your compatible smart home devices. Enjoy premium sound - Personalize your listening experience by adjusting the equalizer settings. Or pair with a second Echo P…",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:echo|smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_plug:wrong_product:echo|smart_plug:wrong_product:starter kit,approved_identity_phrase_absent|multi-type conflict|wrong_product,title|features,bulb,alexa|philips hue|smart home|smart_near_bulb|voice control|zigbee,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,13c7d2c7f4efae854f9f2f8ecd054826de14944eab98f0766303136f3d81eb1b
recovery_candidate,B0BN3FLG4K,smart_bulb,Electronics,Camera & Photo,"WOOLINK 2PCS Light Bulb Security Camera, 3MP Indoor Bulb Camera, 2.4G WiFi Smart Light Socket Security Camera Wireless Outdoor with Motion Detection and Alerts, 2-Way Audio,Color Night Vision",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: Wireless and Easy To Install: This light bulb camera can be installed using a normal E27 bulb base, no need break wall, then use the mobile phone to download ""HoMeYe Pro"" app from App Store or Google Play and use the APP to help the camera connect to the WiFi.It compatible with 2.4GHz WiFi network(5GHz not support) 3MP HD and Advanced Night Vision:Built with 4pcs IR LEDs and 4pcs floodlight LEDs, Our bulb WiFi camera… | details: Best Sellers Rank Dome Surveillance Cameras 2212 Brand WOOLINK Connectivity Technology Wireless Date First Available November 22, 2022 Item Weight 1.48 pounds Item",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:bulb camera|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:security camera|smart_plug:approved_identity_phrase_absent|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras|smart_plug:wrong_product:security camera,approved_identity_phrase_absent|multi-type conflict|wrong_product,title|features,bulb|e27|light bulb,smart_near_bulb|wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,13d7a85509f9de36b7d93955fd562aa74fc00ee9c2aeebea84ef5345aa337aa2
recovery_candidate,B07B3NLJX4,smart_bulb,Electronics,Tools & Home Improvement,Woprolight 1020991 Replacement Lamp w/Housing for SmartBoard UF70 / UF70W / Unifi 70 / Unifi 70w / LIGHTRAISE 60WI2 / SLR60wi2 / SLR60wi2-SMP (1020991),Electronics Television & Video Accessories Projector Accessories Bulbs,"categories: Electronics Television & Video Accessories Projector Accessories Bulbs | features: Type: Sklamp Projector Repalcement Lamp with Houisng, easy installation Hight Quality replacement projector bulb life expectancy: 2000-3000 Hours 180 days warranty and 30 days 100% Money Back Guarantee All lamps will be tested before ship to customers Fit Projector: Smart Board SB600i6, Smart Board UF70, Smart Board UF70W, Smart Board Unifi 70, Smart Board Unifi 70 / Unifi 70w 3.LIGHTRAISE 60WI2 / SLR60wi2 / SLR60wi2… | description: …e handle so that it stands up. Pull out the lamp module by force. Warning To reduce the risk of personal injury, do not drop the lamp module or touch the lamp bulb. Th",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:projector|smart_bulb:wrong_product:replacement lamp,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,categories|features|description|details,bulb|bulbs,,exclude,high,accessory,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,1460d59b313b843dd5d929a4f3449403b80927b963e9efe886960f1183ba211c
recovery_candidate,B081BHCCFK,smart_bulb,Home_and_Kitchen,,GE 97732LO Energy Smart 100-Count 66-ft Warm White LED Plug-in Christmas String Lights,Home & Kitchen Seasonal Décor Seasonal Lighting Indoor String Lights,"categories: Home & Kitchen Seasonal Décor Seasonal Lighting Indoor String Lights | features: …e of mind accepted product safety standards UL safety listing demonstrates this product has met minimum requirements of widely Replacements bulbs and fuses included, so you're prepared if a light goes out ENERGY STAR qualified products help you save money on utility bills without sacrificing performance, style or comfort | description: …nstantON LED warm white C9 Christmas string lights provide up to 20,000 hours of constant light ConstantON lights continue to operate even when a bulb is burned out or loose Green cord with 66-ft lighted length matches your Christmas decor and illuminates your home's",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:energy smart|smart_plug:approved_identity_phrase_absent,approved_identity_phrase_absent|identity_not_in_title_or_categories|multi-type conflict|wrong_product,features|description|details,bulb|bulbs,,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,149b3b526d6b4603a6085a3723d6a9464911305cabbd513fb40801da8df80d02
recovery_candidate,B092JMRDG4,smart_bulb,Home_and_Kitchen,,"FUFUYOU Unicorn Night Light for Kids, 16 Colors 3D Illusion lamp with Remote Unicorn Toys for 2 3 4 5 6 7 8 Year Old Girls Birthday Gifts Bedroom Home Decorations",Home & Kitchen Home Décor Products Kids' Room Décor Lamps & Lighting,"categories: Home & Kitchen Home Décor Products Kids' Room Décor Lamps & Lighting | features: 🦖【Magic 3D Effect Unicorns Toys】: Amazing 3D visual effects, the unicorn jump out and give you a visual sense of enjoyment. The vivid 3D unicorn effect brings a lot of happiness to the children, soft and not glaring, and can also ensure their sweet sleep. It looks real and amazing, allowing children to be active in the dark. 💡【Multiple Lighting Modes】: These 3D unicorn night lights have 16 colors and 4 modes. You ca… | description: FUFUYOU 3D Unicorn toys Newest Version 3D Unicorn creative lamp is a combination of art and technology that creates an optical 3D illusion and plays tricks on eyes. It's h",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories,approved_identity_phrase_absent|identity_not_in_title_or_categories,,,,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,14a110caca710e8c186b13b5f5d8e2c39f10d8743bd6f33ecfaf86755d15e5e5
recovery_candidate,B07614FTC7,smart_bulb,Electronics,Tools & Home Improvement,Mini Disco Ball Light |USB Operated |Long Lasting Light Bulb |Ideal for Karaoke Microphone E106,Electronics Computers & Accessories Computer Accessories & Peripherals USB Gadgets,"categories: Electronics Computers & Accessories Computer Accessories & Peripherals USB Gadgets | features: BELT IT OUT, ANYWHERE – Big, bulky karaoke machines are a thing of the past! The KaraoKing portable wireless karaoke microphone uses Bluetooth karaoke microphone technology to connect directly to your smart phone. It’s compact, professional quality, and comes with some unbeatable FREEBIES, so you can get the KTV singing party started and keep it going all night long! AWESOME ACOUSTICS – Whether you prefer Britney, Wh… | details: Brand KaraoKing Color White Compatible Devices Smartphone, Karaoke Machine Connectivity Technology Bluetooth, USB Connector Type USB Included Components Warrant",smart_bulb:approved_identity_phrase_absent|smart_bulb:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|smart_evidence_not_in_title_or_categories,title,bulb|light bulb,bluetooth,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,14cf045f61fda02ec16ab840a95b9ec84a6f9528ae5356f1c81101a0ca39a5bf
recovery_candidate,B07R5ZM3QS,smart_bulb,Electronics,All Electronics,"Home Wireless Projector, WIKISH LCD WiFi Video Movie Projectors 4400 Lumen TV Projector Support Full HD 1080p 50,000 Hours LED Lamp Life for iPad Smartphone Laptop Blue Ray DVD Player PS4",Electronics Video Projectors,"categories: Electronics Video Projectors | features: 【2019 New Version Wifi Projector 】Have wifi at home? Perfect! Based on Android 4.4.4 system, this model can double ultilize your wifi to get access to endless online videos and movies--Perfect for Lag-free Wireless HD Video Streaming and Gaming from your phone. Work well with Airplay and Miracast perfectly. You will like the feeling of sharing same image of your phone to a 200"" large screen portable projector. HOW TO… | description: New generation projector with WiFi function, so, use for what? 1: Built-in android OS, pre-installed browser, Hulu, Netflix, Kodi, Youtube, etc, directly watch videos online 2: Forget or do not have bluetooth d",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:projector,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,title|features|description,bulb|bulbs,bluetooth|wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,14d9ff4436a0ac1409f82cc34fa737560bcb21a2490c5aeaebeabf7c84e316a9
recovery_candidate,B07WSDG7Q3,smart_bulb,Electronics,Camera & Photo,Aputure 300D Mark II C300d II Led Video Light V Mount CRI97+ TLCI97+ 55000lux@0.5M 5500k Sidus Link App Control 8 Lighting Effects Wireless Remote Control with Carrying Bag and Ginisfoto Cloth,Electronics Camera & Photo Lighting & Studio Lighting Continuous Output Lighting,"categories: Electronics Camera & Photo Lighting & Studio Lighting Continuous Output Lighting | features: …. The All‐in‐One control box of the 300d Mark II is now completely silent and features 8 built‐in lighting FX, including “Paparazzi”, “Spark”, “Lightning”, “Faulty Bulb”, “TV”, “Pulse”, “Flash”, and “Explosion”, with more coming in future firmware updates via the control box's USB interface. Plus, the new “trigger” button allows you to activate these lighting FX instantly. The 300d Mark II is also DMX512‐compatible, … | details: Best Sellers Rank Continuous Output Lighting 294 Brand Ginisfoto Connectivity Technology Bluetooth, USB Date First Available August 19, 2019 Hardware Interface L",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:camera,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,title|features,bulb,app control|bluetooth,exclude,high,accessory,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,14e7a47791a61ddf8a6a942529e3f0efbb1eff69ba2d8a7f5fc3180e70027d01
